"Data Source","World Development Indicators",

"Last Updated Date","2018-01-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Solomon Islands","SLB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-20422412.2883575","-7454630.62916268","-3104843.92614907","-12476273.1426282","-4965562.54284638","-17111995.5648329","-34361248.4268862","-24096276.8213259","-18457922.2322844","-3611482.55268578","-34644215.8380393","-36807349.9891672","-35032342.6027995","-66938239.7899976","-68331219.6345056","-60582493.557508","-65199373.7913252","-27697141.4910693","-46051530.8683286","-56055883.7156899","-21345312.5458763","-21366333.0708496","-64918963.3950851","-17526193.682091","23335405.9840469","-43407939.1594535","-74889186.5943221","-68303352.5168227","-63969997.255796","-46271902.402047","-96892280.7852917","-100823937.114205","-139124873.171266","-133370318.415166","-119940173.265209","-232212467.050796","-72947873.0522184","-18617806.182274","-139031352.110158","-115938592.077101","-94369031.3038174","-71764593.3286207","",
"Sierra Leone","SLE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-54688340.466288","-97894706.7599039","-166040263.693526","-195752010.083129","-138555958.789845","-185120833.981571","-33256774.4439207","-23586127.217605","-24243435.5009287","7158777.37366061","26032146.5578714","-16325233.4244904","-27313570.6414922","-5179409.57988282","14747540.2990296","-4471591.78696483","-71878373.5024421","-80118490.9293609","-131667393.096234","-224546543.105625","-72091759.1500613","-77352588.6757507","-159075820.518292","-194720200.752823","-194909844.61176","-237528363.601762","-227632445.374358","-151113705.413782","-191252008.017662","-132663532.014149","-159237861.006033","-261707797.402727","-381296414.948659","-715515659.756483","-1945470231.65809","-1264694324.29282","-502824797.087234","-1369210113.87907","-1447951542.0989","","",
"El Salvador","SLV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","8360000","16840000","-285320000","9960000","43720000","-239040000","-235880000","-184720000","-265120000","-282840000","-164360129.014972","-311100000","-369280000","-703860000","-651063519.104402","-716557172.557167","-949905312.468857","-1013385987.37337","-1211742803.95245","-1583513397.74404","-1332495716.73329","-1295417558.88651","-1454483152.48428","-1538600000","-1974500000","-2182900000","-2104650000","-2393417959.63069","-2738945012.72861","-3166090000","-3800060000","-4505900000","-4889740000","-3198057250.07384","-3623906167.97332","-4323108759.90917","-4394670892.09341","-4676797285.80459","-4411723072.45402","-4197581943.73143","-3880936502.14901","",
"San Marino","SMR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10130485014.4056","-12792176375.219","-7028132887.5913","-6267802429.1135","-7416971430.24613","-7111022108.2124","-5109740075.87993","-4838243939.95494","-3625583485.94007","-2855380521.59625","",
"Sub-Saharan Africa (excluding high income)","SSA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1602105546.67234","-3697600000","-2824390000","",
"Sub-Saharan Africa","SSF","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","6554497.11053071","-4693018.6057127","-1356082.38754621","7414533.64477457","1590380.58208568","6035760.56083619","-1872228.39281544","-20466431.2866185","-26132598.3718058","-14878872.0320669","-19491077.3183452","-19325452.5498725","-20578396.6509583","-13952832.3924041","-11467011.5430645","-12425379.3446416","-14160000","","","","","","","-19997690","-15333835.7","-17430988.6460192","-21322686.6797854","-28024614.828207","-25627521.9269449","-31371449.7350222","-38808640.2389741","-36719925.1044865","-60888226.5759207","-70024544.8182279","-96082709.0586429","-83137191.6380758","-96204011.9233591","-117739303.300515","-110750661.660894","-127757245.696384","-142039249.449817","-95971226.8029192","-88252002.9672871","",
"Suriname","SUR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-125300000","239200000","249700000","213800000","12500000","668600000","606113686.43078","282088349.510941","-131317402.507629","-417207026.469659","-838499615.98841","-92296575.7696855","",
"Slovak Republic","SVK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-639815652.393512","722386347.639688","311229344.844866","-2244614404.65639","-2011356105.36558","-2334234279.21477","-1053706300.94114","-459032794.221359","-1644062764.94014","-1704770079.23607","-407799314.645392","-1735420548.1215","-2653214126.16693","-2332620021.99875","-616098052.595412","-2237312975.63848","-863130676.183471","-971144947.775819","-462952212.083066","3767389383.09348","4474266737.32134","3942724228.75425","1376387561.10329","2333111423.46747","",
"Slovenia","SVN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970600000","220500000","306300000","-371600000","-185700000","-138700000","-291900000","-880300000","-689300000","-117100000","336000000","-14100000","-406000000","-197600000","83785347.9388175","-598096049.619521","-1011906904.43113","933001891.61912","600683174.121401","611035386.175146","1825844770.48431","3229762993.09507","3819662340.391","3698882838.08782","4112572405.09173","",
"Sweden","SWE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","-119848217.93429","552097602.931456","850408581.2561","1737935772.33681","-121637374.236897","364899742.577689","-729921798.335496","-852399387.143226","1618675440.33146","-546068411.817837","-1726908779.11143","335503812.966785","-609620322.828424","1967829177.55754","3381002757.56185","1824376961.45368","3235809030.43378","2797814947.09947","2637482547.64593","983144068.61972","70153192.9650536","3729753113.90065","3825511647.04395","6781942061.59244","8542057141.79032","14383610467.7643","16811305567.5979","16244548744.5836","15728309638.7104","16091289013.0473","16061659825.4707","18591350342.2175","16610629030.0304","18511561810.2044","26940503054.3399","24798839623.2915","29860287392.2435","31342881728.5442","31027233567.0197","21695731950.5644","23672379778.9129","28825149689.0499","28324831033.4835","28699676776.9537","25308881357.3904","24546766942.4926","21968777010.6034","",
"Swaziland","SWZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","61076386.3706085","42866352.3444689","21159999.9816","-4139999.99640001","-92574999.9195","-173557062.026645","-213793192.002979","-175139674.382365","-189534904.289986","-212727762.367096","-184168741.166352","-130580742.515123","-49369118.8870506","-1620798.61167957","-23444364.1705896","-19407647.3375015","-109843354.692837","-131531534.794111","-251085709.310116","-267463316.088923","-139128993.996186","-254223984.273873","-343866697.653269","-257126704.974759","-282215232.242795","-238018278.586258","-197789147.349226","-175922348.841358","-65115011.4413145","-17642094.2574106","-37102514.0297558","-378398011.593855","-342081098.15366","-323292385.163182","-435932848.532854","-483527662.826687","-562010006.230172","-303670018.865115","-132511959.975716","49710503.2980698","177214646.513251","374691325.095336","194960773.668186","",
"Sint Maarten (Dutch part)","SXM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55581005.5865921","139027932.960894","40061452.5139665","-55871508.3798884","82435754.189944","34094972.0670391","",
"Seychelles","SYC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-7049578.44147193","-7287348.75357824","-9262899.49983165","-17466766.9875822","-26894045.7803844","-26353536.2201844","-43232310.3383952","-32784114.0249285","-20258503.2354056","-26785643.5075033","-36187063.9704093","-28371025.6071096","-34888499.1904686","-41124522.6733981","-17938319.3364348","-13818848.247836","-14942978.3624343","9051374.75393349","35084052.6583843","14456186.7712448","-47333156.7174943","-61696164.042435","-96488313.646246","-102776122.662257","-20126669.454261","-133602581.344208","-46842042.470637","21033577.964903","-44403708.043168","-165223804.137843","-134144137.167478","-94914599.5505613","-182304974.57306","-141747147.957938","-206971922.661112","-238469933.205093","-182295460.976503","-90983596.082136","-211227857.529508","-124182500.387209","-145517878.256178","",
"Syrian Arab Republic","SYR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-1420800000","-1462500000","-1621200000","-2053900000","-2575100000","-1907400000","-2400300000","-2246500000","-2408700000","-1458900000","-958400000","-608100000","1292900000","2074900000","1146200000","337500000","-106000000","-1023000000","216000000","-101000000","547000000","-3000000","255000000","1455000000","1511000000","1886000000","857000000","641500000","411000000","1289800000","327711651.95259","470912341.028691","-984870275.650419","196994859.35505","","","","","","","",
"Turks and Caicos Islands","TCA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-114885363.110195","-147973112.532423","-25634438.9350155","-8112474.4731487","-19007737.0562887","-43693629.9357402","-74294209.7263433","-71878981.2792049","-225705229.267011","-234659586.122859","-244040190.697408","-221693452.664368","-252595309.054195","-216480435.98599","-233407966.781214","-258115286.556909","-251445654.032811","-221376009.536166","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","93280285.00795","-111738490.598899","-58007831.4653264","-116073902.562035","-247097504.767613","-273916649.159267","-141244144.2402","-85117124.9515781","-111069097.743045","-65369247.440331","-8076315.74548881","-66604644.6815789","-124820280.440868","-117390043.055295","-164147364.029223","-126206747.801327","-183916548.211104","-222394411.625407","-201766733.418104","-154879221.955941","-91582438.6894813","-205994839.739973","-212324277.185309","-187431455.515474","-206398226.514874","-160113917.464795","-178518589.122379","-216999514.303564","-209492283.125428","-266250468.202451","-341575220.073798","-357124889.800482","-382141732.466956","-464522180.379552","-530732429.010597","-493307350.65779","-531976270.126247","-805789033.467466","-542298989.672435","-855831207.735645","-823857725.931891","-918044051.038528","","",
"Thailand","THA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-697964174.330011","-432938992.181746","-1098817985.59172","-1044632960.13518","-1867719322.40413","-2057156302.07204","-2236239088.15892","-671648785.238832","-2924159159.76322","-1843311425.47606","-1105431815.59855","839013638.695512","239422524.483928","-996268679.427441","-1963665351.97445","-6641008932.52669","-6756957091.15557","-5241280543.59087","-5698289716.85054","-7455697267.4551","-11954621688.6987","-12065858026.4771","-19674845.7576332","17395214641.7141","15065652623.4087","10108591963.0594","6957320198.09322","7714145387.54029","8804114241.14766","6748293168.81163","-3470930000","5667760000","18682949999.9998","4451510000.00003","26976846652.0192","19684244161.8939","7632805084.44881","4080973038.29129","11413172674.0889","27489794383.2038","46038804868.2504","60763945277.1711","",
"Tajikistan","TJK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-159641700","-152540100","-225118100","-428010200","-703074300","-2001515600","-2398278800","-1843886800","-2461032946.4457","-3058509494.53232","-3691840644.55617","-4187826854","-3306971834.51217","-2494957214.7","-2050480645.92722","",
"Turkmenistan","TKM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-289383048.549047","-431764892.531948","-742716807.922695","-1096271466.10999","-1247864440.07642","-1764232468.0139","-1558194741.06832","-1116519110.61768","-1126455582.68145","-1228659498.09942","-1068796400","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","-2427868.45306001","-3820798.12718404","-4222328.18633769","-4403278.06438121","-7190714.07799578","-9580640.5185978","-9014691.33772198","-13742672.1812842","-15521509.2176219","-22129909.881149","-28863062.5312479","-28817911.9235895","-26898777.1113745","-25906852.4655799","-24872923.8807172","-27572214.6689895","-30634666.1868811","-48395029.3794173","-34303922.5570905","-35844568.3853269","-38087978.1804098","-44616748.4461193","-45715687.1933069","","","","","","","","-65003838.4690648","-64555393.5411428","-76809458.1321394","-95154638.4045792","-103611704.264734","-136147471.06181","-155997355.164203","-198161833.933311","-195766064.320537","-172162529.511246","-208610147.528757","-181723069.905198","-189768841.92132","","","","",
"South Asia (IDA & IBRD)","TSA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","434464487.418289","388909301.600329","391458333.496439","151916666.729971","259375000.108075","704500000.29354","665291666.943875","-579958333.574976","-785083333.660453","-114541666.666664","325714285.71429","-172944444.444449","72500000.0000051","222595121.951224","346588235.294116","861929411.764698","435058823.529414","586611764.705884","434228746.879922","629543391.165713","688355840.503939","626221277.896071","-236240561.534538","-324468120.999178","392800000","1134900060.01781","921900049.252249","501700000","1607000000","2133958664.5938","4624246809.66517","8025822193.7939","6075060780.6821","9680128922.6859","2622876047.27209","5223027322.1487","7145426128.6034","5586633306.89268","6952708327.35584","5753354698.56765","1427861686.14677","-2392238837.09459","",
"Tunisia","TUN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-426797272.291522","-601468704.048184","-499794756.96029","-376418489.716563","-503760714.905005","-546775460.339592","-777060629.820439","-696852134.713129","-862475864.011197","-533256107.782969","-644812585.599815","-150845488.965652","6994603.46912897","-477183249.42832","-835673624.288425","-630528730.245281","-1223382203.29401","-1379837109.48202","-661358553.051614","-832143801.215966","-372916470.477446","-523551530.039412","-650727787.657249","-455225610.655652","-704757967.437168","-882038628.287443","-892572446.778583","-944539663.033991","-677497055.989721","-132877732.959946","-672789767.284611","-769417870.358929","-1366482479.69322","-1174131195.49721","-2114643006.84644","-3306190583.30473","-4149839670.91187","-4309090629.31181","-5228032456.15327","-4726795386.47805","-4485917350.75496","",
"Turkey","TUR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-1874000000","-2921000000","-2849000000","-3906000000","-1924000000","-2247000000","-4461000000","-3068000000","-1741000000","-2217000000","-1924000000","-1376000000","-1428000000","-1044000000","2020000000","-162000000","-4482000000","-2126000000","-2269000000","-7340000000","2885000000","-3532000000","-3607000000","-4136000000","-520000000","-2269000000","-10682000000","5773000000","1495000000","-3017000000","-9706000000","-17064000000","-26997000000","-32742000000","-34009000000","-6034000000","-39576000000","-68872000000","-42779000000","-56237000000","-36829000000","-23906000000","-25410000000","",
"Tuvalu","TUV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-24766822.7199242","-16697895.4883712","-18394631.3658252","-22032363.2685932","-17585713.0289338","-18457188.2078866","-28357255.7707604","-35437146.7188962","-45172615.6154532","-38186368.7152104","-50283574.6471034","-24618807.9022671","-18927499.8285763","","","","",
"Tanzania","TZA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-70910344.3799","-165395770.6219","-631608975.6462","-512619232.4115","-636362065.1913","-515482067.327","-617607690.4365","-380425596.8703","-430741061.663","-643817845.3645","-695699688.2128","-831663693.0859","-792540326.9293","-810235027.3725","-935639395.7117","-1024720054.7248","-1100232134.5546","-1256221665.0045","-874960725.2506","-874214415.4253","-794314713.8102","-715155575.4769","-1162345584.8438","-1008601956.5421","-689002427.5332","-442983959.593058","-244160607.074363","-490549900.855539","-842287442.092876","-1233237686.55781","-1667765483.88713","-2172024930.08374","-3096600480.99103","-2403363302.95343","-2684369999.1861","-4637338455.47745","-4002388940.85882","-5057876566.20485","-4996372604.59925","-3698980693.44162","-1314609106.7908","",
"Uganda","UGA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","-111700000","-111600000","-150900000","-124800000","55000000","2700000","-72800000","-360200000","-492400000","-547800000","-508500000","-424900000","-483900000","-477790000","-623400000","-825220000","-877470000","-954180000","-1207960000","-728800000","-745400000","-767336777.049807","-832971919.227924","-729673955.532698","-784032686.609482","-812386909.344833","-1250465377.53405","-1496388949.45741","-2260444729.95139","-1874448910.65659","-2710703651.18232","-3133603191.2392","-2818382478.96029","-2421237288.2823","-3074890839.08586","-2717296111.73209","-1961156363.37177","",
"Ukraine","UKR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1366000000","-1190000000","-1122000000","-1536000000","-1207000000","1821000000","1436000000","535000000","1864000000","1298000000","4980000000","674000000","-3070000000","-8131000000","-14368000000","-1957000000","-3982000000","-10145000000","-14346000000","-15634000000","-4606000000","-1704000000","-5470000000","",
"Upper middle income","UMC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-57300000","-309300000","-617700000","-397300000","-48200000","222400000","222500000","242100000","308260000","153070000","325140000","474370000","499090000","234730000","149720000","-104790000","-236900000","-61500000","-127200000","-168900000","-336600000","-437300000","-533085861.015572","-459485291.013659","201535963.635051","318474094.564127","478265127.68267","392623980.584768","-89902847.8099661","157956462.694982","-960800911.803936","520918149.434065","630230268.100272","161119684.099076","1554090208.01141","901363234.554611","1655498918.48364","1754762010.28236","3195119170.27733","",
"United States","USA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","-610000000","-5040000000","-10120000000","-1140000000","-6400000000","9970000000","-6820000000","-27640000000","-30167000000","-24966700000","-18953000000","-15680000000","-23537000000","-57135000000","-108277000000","-121102000000","-138527000000","-151675000000","-114660000000","-93126000000","-80852000000","-31180000000","-39207100000","-70311000000","-98511000000","-96387000000","-104035000000","-108288000000","-166130000000","-258619000000","-372522000000","-361516000000","-418956000000","-493893000000","-609884000000","-714252000000","-761715000000","-705372000000","-708728000000","-383778000000","-494659000000","-548629000000","-536773000000","-461875000000","-490334000000","-500446000000","-504794000000","",
"Uzbekistan","UZB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-9300000","-19100000","-24500000","-17500000","-25709629.6296296","-19700000","-13500000","-6800000","-9485185.18518518","-22711111.1111111","-11781481.4814815","-31096296.2962963","-22100000","-41507407.4074074","-23722222.2222222","-43440740.7407407","-57814814.8148148","-38200000","-37051851.8518519","-80603703.7037037","-91600000","-62785185.1851852","-21055555.5555556","-33515555.5555556","-36506085.1851852","-68543341.4814815","-87677590.7407407","-90648927.7777778","-113858846.296296","-189895504.814815","-220648895.555556","-195735910.740741","-205991750","-193824706.666667","-213820310.37037","-230796215.555556","-190587484.088689","-132136765.672649","-127377667.269477","",
"Venezuela, RB","VEN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","541000000","810000000","474000000","1676000000","6596000000","2244000000","278000000","-2984000000","-5366000000","760000000","4838000000","3835000000","-2077000000","6751000000","6885000000","5731000000","-522000000","320000000","-3891000000","4712000000","9355000000","2698000000","-1629000000","90000000","4529000000","3848000000","10501000000","6346000000","-1697000000","3632000000","13411000000","4151000000","10512000000","14113000000","19264000000","27711000000","27585000000","13688000000","33797000000","5726000000","12693000000","26222000000","14688000000","14529000000","12551000000","-8235000000","2874000000","",
"British Virgin Islands","VGB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2836000000","-1870000000","-1519000000","425000000","-175000000","-91000000","-1804000000","-3359000000","-3159000000","-2735189000","-2783741800","-11193100000","-13733000000","-10028000000","-7597000000","-3430000000","7446000000","5604000000","8596000000","3096000000","8613000000","",
"Vanuatu","VUT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","-9957643.63491213","-6601745.34487499","3418075.63704551","-15826525.7673025","-23209810.5915705","-22800942.6778373","-20321763.8417647","-23006923.5297882","-29295654.5156621","-20009555.2443791","-5851458.4194381","-8363487.29044152","-4875973.17039097","-4781741.21520321","5336768.92077341","8164449.68396055","14546712.5967294","-16090216.8066353","9909552.37963154","-11803076.513748","-16192887.3368011","-14952160.1716816","-18154167.4391715","-27947217.5775426","-35285540.6726279","-32673280.3115125","-176882388.727737","7582969.9191203","-42953938.1856355","-54481480.2062565","-42682379.9349224","-25585566.0130448","-17159377.2666243","-165226388.748599","","",
"World","WLD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-25277405.8859049","-40769606.7345944","-55279960.5264689","-46067326.1509405","-44706189.5695043","-36220345.2927856","-29732801.7855819","-30859592.9770378","-31230050.6877296","-31376355.2450239","-42526249.9715251","-42832354.1051477","-42022883.530392","-50405834.1408647","-74999301.9734912","-90852387.3400529","-83422765.3088135","-50460798.6352336","-51022797.5276988","-49854337.6742934","-60319492.4795994","-43043921.2758977","-60740380.8370769","","","","","-90595651.9403411","-114340309.547509","-140365882.622238","-116408869.979354","-142435763.613704","-113917786.440404","-167205303.643793","-220045608.166345","-167051230.181356","-184195478.053126","-191387738.25678","-155912532.84879","","",
"Kosovo","XKX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1243443889.47216","-1351616507.43786","-1435245162.4688","-1792179401.97607","-2324858075.77362","-2045574154.09253","-2069570220.58738","-2291753330.67266","-1996200081.93589","-1964515051.19037","-2113256475.36073","-1827949686.30143","-1906382218.06688","",
"Yemen, Rep.","YEM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","830926947.03033","84060000","-1584040000","-1499190000","-2870223439.80882","-1358512505.34227","-323762813.745822","-4310359854.05557","-3460906147.52647","-5813165343.09012","-5830133440.70453","","",
"South Africa","ZAF","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","377999848.95126","639799744.336022","743399702.937478","510999795.804481","198799920.559552","-121799951.328739","264599894.265882","47599980.9790478","449399820.419832","89599964.1958541","-632799747.133221","-829604304.769884","518444007.958403","723921400.116415","-190487694.62474","-894814876.328007","-433549999.623001","1974549998.283","3045199997.352","5279006137.6956","6358428580.16809","-1503669488.11725","-414507442.485885","3232197150.15387","1297536472.08378","5034126841.97369","5763512365.57823","8502840178.83518","5977051773.05472","5082554542.73236","6143184713.59131","5123806430.0296","5286458564.15008","6102068027.55895","3060676857.04778","1027227364.63047","2192238677.6261","1710207030.30467","1729665352.52923","3459740002.11658","3920384073.99068","4867804949.98357","4362352875.09929","4046566618.60654","-410368408.651926","-633341903.451609","-4554999808.68251","-3976436897.5431","-4946230452.96854","1477376760.69022","4781756557.35874","3441602851.18199","-5717926007.4331","-8826744121.10634","-6170679816.6296","-3463894455.30039","515063982.221149","",
"Zambia","ZMB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-82200000","311300000","-156500000","-500800000","-348400000","-23400000","65500000","39200000","22900000","91500000","271300000","207800000","-536800000","140100000","","","","","","-115400000","-332200000","-297200000","-440346600","-564731600","-474321000","-544413000","-97934000","254704736.506342","1397247573.82847","781610499.437951","242684693.993283","815291850.985743","2456328690.62676","1871775832.89178","1251408783.64499","589795131.520802","831835103.42332","-645149166.648263","-533179668.983788","",
